複合,ふくごう,"composite, complex"
福祉,ふくし,"welfare, well-being"
覆面,ふくめん,"mask, veil, disguise"
膨れる,ふくれる,"to get cross, to get sulky, to swell (out), to expand, to be inflated, to distend, to bulge"
不景気,ふけいき,"business recession, hard times, depression, gloom, sullenness, cheerlessness"
老ける,ふける,to age
布告,ふこく,"edict, ordinance, proclamation"
富豪,ふごう,"wealthy person, millionaire"
負債,ふさい,"debt, liabilities"
相応しい,ふさわしい,appropriate
不在,ふざい,absence
不山戯る,ふざける,"to romp, to gambol, to frolic, to joke, to make fun of, to flirt"
負傷,ふしょう,"injury, wound"
不審,ふしん,"incomplete understanding, doubt, question, distrust, suspicion, strangeness, infidelity"
不振,ふしん,"dullness, depression, slump, stagnation"
不順,ふじゅん,"irregularity, unseasonableness"
付属,ふぞく,"attached, belonging, affiliated, annexed, associated, subordinate, incidental, dependent, auxiliary"
負担,ふたん,"burden, charge, responsibility"
不調,ふちょう,"bad condition, not to work out (ie a deal), disagreement, break-off, disorder, slump, out of form"
復活,ふっかつ,"revival (e.g. musical), restoration"
復興,ふっこう,"revival, renaissance, reconstruction"
沸騰,ふっとう,"boiling, seething"
仏,ふつ,French
不当,ふとう,"injustice, impropriety, unreasonableness, undeservedness, unfair, invalid"
不動産,ふどうさん,real estate
赴任,ふにん,(proceeding to) new appointment
腐敗,ふはい,"decay, depravity"
不評,ふひょう,"bad reputation, disgrace, unpopularity"
不便,ふびん,"pity, compassion"
不服,ふふく,"dissatisfaction, discontent, disapproval, objection, complaint, protest, disagreement"
普遍,ふへん,"universality, ubiquity, omnipresence"
踏まえる,ふまえる,"to be based on, to have origin in"
文,ふみ,"letter, writings"
不明,ふめい,"unknown, obscure, indistinct, uncertain, ambiguous, ignorant, lack of wisdom, anonymous, unidentified"
扶養,ふよう,"support, maintenance"
振り,ふり,"pretence, show, appearance"
振り出し,ふりだし,"outset, starting point, drawing or issuing (draft)"
不良,ふりょう,"badness, delinquent, inferiority, failure"
浮力,ふりょく,"buoyancy, floating power"
震わせる,ふるわせる,"to be shaking, to be trembling"
付録,ふろく,"appendix, supplement"
分,ふん,minute
憤慨,ふんがい,"indignation, resentment"
紛失,ふんしつ,losing something
噴出,ふんしゅつ,"spewing, gushing, spouting, eruption, effusion"
紛争,ふんそう,"dispute, trouble, strife"
奮闘,ふんとう,"hard struggle, strenuous effort"
粉末,ふんまつ,fine powder
部,ぶ,"department, part, category, counter for copies of a newspaper or magazine"
部下,ぶか,subordinate person
侮辱,ぶじょく,"insult, contempt, slight"
武装,ぶそう,"arms, armament, armed"
斑,ぶち,"spots, speckles, mottles"
物資,ぶっし,"goods, materials"
物体,ぶったい,"body, object"
物議,ぶつぎ,public discussion (criticism)
打付ける,ぶつける,"to knock, to run into, to nail on, to strike hard, to hit and attack"
仏像,ぶつぞう,Buddhist image (statue)
無難,ぶなん,"safety, security"
部門,ぶもん,"class, group, category, department, field, branch"
ぶら下げる,ぶらさげる,"to hang, to suspend, to dangle, to swing"
武力,ぶりょく,"armed might, military power, the sword, force"
無礼,ぶれい,"impolite, rude"
文化財,ぶんかざい,"cultural assets, cultural property"
分業,ぶんぎょう,"division of labor, specialization, assembly-line production"
文語,ぶんご,"written language, literary language"
分散,ぶんさん,"dispersion, decentralization, variance (statistics)"
分子,ぶんし,"numerator, molecule"
文書,ぶんしょ,"document, writing, letter, note, records, archives"
分担,ぶんたん,"apportionment, sharing"
分配,ぶんぱい,"division, sharing"
分母,ぶんぼ,denominator
分離,ぶんり,"separation, detachment, segregation, isolation"
分裂,ぶんれつ,"split, division, break up"
兵器,へいき,"arms, weapons, ordinance"
閉口,へいこう,shut mouth
平行,へいこう,"(going) side by side, concurrent, abreast, at the same time, occurring together, parallel, parallelism"
閉鎖,へいさ,"closing, closure, shutdown, lockout, unsociable"
兵士,へいし,soldier
平常,へいじょう,"normal, usual"
平方,へいほう,"square (e.g. metre), square"
並列,へいれつ,"arrangement, parallel, abreast"
辟易,へきえき,"wince, shrink back, succumbing to, being frightened, disconcerted"
臍,へそ,"navel, belly-button"
隔たる,へだたる,to be distant
謙る,へりくだる,to deprecate oneself and praise the listener
経る,へる,"to pass, to elapse, to experience"
編,へん,"compilation, editing, completed poem, book, part of book"
偏,へん,"side, left radical of a character, inclining, inclining toward, biased"
変革,へんかく,"change, reform, revolution, upheaval, (the) Reformation"
返還,へんかん,"return, restoration"
偏見,へんけん,"prejudice, narrow view"
返済,へんさい,repayment
変遷,へんせん,"change, transition, vicissitudes"
返答,へんとう,reply
変動,へんどう,"change, fluctuation"
弁解,べんかい,"explanation, justification, defence, excuse"
便宜,べんぎ,"convenience, accommodation, advantage, expedience"
弁護,べんご,"defense, pleading, advocacy"
弁償,べんしょう,"next word, compensation, reparation, indemnity, reimbursement"
弁論,べんろん,"discussion, debate, argument"
穂,ほ,"ear (of plant), head (of plant)"
保育,ほいく,"nursing, nurturing, rearing, lactation, suckling"
倣,ほう,"imitate, follow, emulate"
法案,ほうあん,bill (law)
崩壊,ほうかい,"collapse, decay (physics), crumbling, breaking down, caving in"
法学,ほうがく,"law, jurisprudence"
放棄,ほうき,"abandonment, renunciation, abdication (responsibility right)"
宝器,ほうき,"treasured article or vessel, outstanding individual"
封建,ほうけん,feudalistic
豊作,ほうさく,"abundant harvest, bumper crop"
方策,ほうさく,"plan, policy"
奉仕,ほうし,"attendance, service"
方式,ほうしき,"form, method, system"
放射,ほうしゃ,"radiation, emission"
放射能,ほうしゃのう,radioactivity
報酬,ほうしゅう,"remuneration, recompense, reward, toll"
放出,ほうしゅつ,"release, emit"
報じる,ほうじる,"to inform, to report"
報ずる,ほうずる,"to inform, to report"
放置,ほうち,"leave as is, leave to chance, leave alone, neglect"
法廷,ほうてい,courtroom
報道,ほうどう,"information, report"
褒美,ほうび,"reward, prize"
葬る,ほうむる,"to bury, to inter, to entomb, to consign to oblivion, to shelve"
放り込む,ほうりこむ,to throw into
放り出す,ほうりだす,"to throw out, to fire, to expel, to give up, to abandon, to neglect"
飽和,ほうわ,saturation
保温,ほおん,"retaining warmth, keeping heat in, heat insulation"
捕獲,ほかく,"capture, seizure"
保管,ほかん,"charge, custody, safekeeping, deposit, storage"
補給,ほきゅう,"supply, supplying, replenishment"
補強,ほきょう,"compensation, reinforcement"
保険,ほけん,"insurance, guarantee"
捕鯨,ほげい,"whaling, whale fishing"
誇る,ほこる,"to boast of, to be proud of"
綻びる,ほころびる,"to come apart at the seams, to begin to open, to smile broadly"
保護,ほご,"care, protection, shelter, guardianship, favor, patronage"
乾,ほし,"dried, cured"
干し物,ほしもの,dried washing (clothes)
保守,ほしゅ,"conservative, maintaining"
保障,ほしょう,"guarantee, security, assurance, pledge, warranty"
補償,ほしょう,"compensation, reparation"
補充,ほじゅう,"supplementation, supplement, replenishment, replenishing"
補助,ほじょ,"assistance, support, aid, auxiliary"
舗装,ほそう,"pavement, road surface"
補足,ほそく,"supplement, complement"
発作,ほっさ,"fit, spasm"
頬っぺた,ほっぺた,cheek
辺り,ほとり,"(in the) neighbourhood, vicinity, nearby"
殆ど,ほとんど,"mostly, almost"
解く,ほどく,to unfasten
施す,ほどこす,"to donate, to give, to conduct, to apply, to perform"
保母,ほぼ,day care worker in a kindergarten nursery school etc.
保養,ほよう,"health preservation, recuperation, recreation"
捕吏,ほり,constable
捕虜,ほりょ,prisoner (of war)
滅びる,ほろびる,"to be ruined, to go under, to perish, to be destroyed"
滅ぼす,ほろぼす,"to destroy, to overthrow, to wreck, to ruin"
本格,ほんかく,"propriety, fundamental rules"
本館,ほんかん,main building
本気,ほんき,"seriousness, truth, sanctity"
本質,ほんしつ,"essence, true nature, reality"
本体,ほんたい,"substance, real form, object of worship"
本音,ほんね,"real intention, motive"
本の,ほんの,"mere, only, just"
本能,ほんのう,instinct
本場,ほんば,"home, habitat, center, best place, genuine"
本文,ほんぶん,"text (of document), body (of letter)"
本名,ほんみょう,real name
卯,ぼう,fourth sign of Chinese zodiac (The Hare 5am-7am east February)
防衛,ぼうえい,"defense, protection, self-defense"
防火,ぼうか,"fire prevention, fire fighting, fire proof"
妨害,ぼうがい,"disturbance, obstruction, hindrance, jamming, interference"
紡績,ぼうせき,spinning
呆然,ぼうぜん,"dumbfounded, overcome with surprise, in blank amazement"
膨脹,ぼうちょう,"expansion, swelling, increase, growth"
冒頭,ぼうとう,"beginning, start, outset"
暴動,ぼうどう,"insurrection, rebellion, revolt, riot, uprising"
暴風,ぼうふう,"storm, windstorm, gale"
暴力,ぼうりょく,violence
募金,ぼきん,"fund-raising, collection of funds"
牧師,ぼくし,"pastor, minister, clergyman"
母校,ぼこう,alma mater
没収,ぼっしゅう,forfeited
坊ちゃん,ぼっちゃん,son (of others)
没落,ぼつらく,"ruin, fall, collapse"
藍褸,ぼろ,"rag, scrap, tattered clothes, fault (esp. in a pretense), defect, run-down or junky"
枚,まい,counter for flat objects (e.g. sheets of paper)
埋蔵,まいぞう,"buried property, treasure trove"
舞う,まう,"to dance, to flutter about, to revolve"
真上,まうえ,"just above, right overhead"
前売り,まえうり,"advance sale, booking"
前置き,まえおき,"preface, introduction"
前もって,まえもって,"in advance, beforehand, previously"
任す,まかす,"to entrust, to leave to a person"
負かす,まかす,to defeat
賄う,まかなう,"to give board to, to provide meals, to pay"
曲がる,まがる,"to turn, to bend"
巻,まき,volume
紛らわしい,まぎらわしい,"confusing, misleading, equivocal, ambiguous"
紛れる,まぎれる,"to be diverted, to slip into"
膜,まく,"membrane, film"
捲る,まくる,verb suffix to indicate reckless abandon to the activity
真心,まこころ,"sincerity, devotion"
誠,まこと,"truth, faith, fidelity, sincerity, trust, confidence, reliance, devotion"
真に,まことに,"truly, actually, really"
正しく,まさしく,"surely, no doubt, evidently"
正に,まさに,"correctly, surely"
勝る,まさる,"to excel, to surpass, to outrival"
増し,まし,"extra, additional, less objectionable, better, preferable"
真下,ました,"right under, directly below"
況して,まして,"still more, still less (with neg. verb), to say nothing of, not to mention"
交える,まじえる,"to mix, to converse with, to cross (swords)"
交わる,まじわる,"to cross, to intersect, to associate with, to mingle with, to interest, to join"
麻酔,ますい,anaesthesia
益々,ますます,"increasingly, more and more"
不味い,まずい,"unappetising, unpleasant (taste appearance situation), ugly, unskilful, awkward, bungling, unwise, untime"
股,また,"groin, crotch, thigh"
跨がる,またがる,"to extend over or into, to straddle"
跨ぐ,またぐ,to straddle
瞬き,またたき,"wink, twinkling (of stars), flicker (of light)"
待ち合わせ,まちあわせ,appointment
間違う,まちがう,"to make a mistake, to be incorrect, to be mistaken"
待ち遠しい,まちどおしい,looking forward to
待ち望む,まちのぞむ,"to look anxiously for, to wait eagerly for"
区々,まちまち,"1. several, various, divergent, conflicting, different, diverse, 2. trivial"
末期,まっき,"closing years (period days), last stage"
真っ二つ,まっぷたつ,in two equal parts
的,まと,"mark, target"
纏まり,まとまり,"conclusion, settlement, consistency"
纏め,まとめ,"settlement, conclusion"
免れる,まぬかれる,"to escape from, to be rescued from, to avoid, to evade, to avert, to elude, to be exempted, to be relieved"
招き,まねき,invitation
麻痺,まひ,"paralysis, palsy, numbness, stupor"
眩しい,まぶしい,"dazzling, radiant"
目蓋,まぶた,eyelid
間々,まま,"occasionally, frequently"
間もなく,まもなく,"soon, before long, in a short time"
眉,まゆ,eyebrow
鞠,まり,ball
丸ごと,まるごと,"in its entirety, whole, wholly"
丸っきり,まるっきり,"completely, perfectly, just as if"
丸で,まるで,"quite, entirely, completely, at all, as if, as though, so to speak"
丸々,まるまる,completely
丸める,まるめる,"to make round, to round off, to roll up, to curl up, to seduce, to cajole, to explain away"
満月,まんげつ,full moon
満場,まんじょう,"unanimous, whole audience"
真ん中,まんなか,"middle, centre, mid-way"
真ん前,まんまえ,"right in front, under the nose"
真ん丸い,まんまるい,perfectly circular
三,み,(num) three
見合い,みあい,formal marriage interview
見合わせる,みあわせる,"to exchange glances, to postpone, to suspend operations, to refrain from performing an action"
見落とす,みおとす,"to overlook, to fail to notice"
未開,みかい,"savage land, backward region, uncivilized"
味覚,みかく,"taste, palate, sense of taste"
見掛ける,みかける,"to (happen to) see, to notice, to catch sight of"
三日月,みかずき,"new moon, crescent moon"
見方,みかた,viewpoint
見苦しい,みぐるしい,"unsightly, ugly"
見込み,みこみ,"hope, prospects, expectation"
未婚,みこん,unmarried
惨め,みじめ,miserable
未熟,みじゅく,"inexperience, unripeness, raw, unskilled, immature, inexperienced"
微塵,みじん,"particle, atom"
見すぼらしい,みすぼらしい,"shabby, seedy"
見せびらかす,みせびらかす,"to show off, to flaunt"
見せ物,みせもの,"show, exhibition"
満たす,みたす,"to satisfy, to ingratiate, to fill, to fulfill"
乱す,みだす,"to throw out of order, to disarrange, to disturb"
乱れる,みだれる,"to get confused, to be disordered, to be disturbed"
未知,みち,not yet known
導く,みちびく,"to be guided, to be shown"
身近,みぢか,"near oneself, close to one, familiar"
密集,みっしゅう,"crowd, close formation, dense"
密接,みっせつ,"related, connected, close, intimate"
見っともない,みっともない,"shameful, indecent"
蜜,みつ,"nectar, honey"
密度,みつど,density
見積り,みつもり,"estimation, quotation"
未定,みてい,"not yet fixed, undecided, pending"
見通し,みとおし,"perspective, unobstructed view, outlook, forecast, prospect, insight"
源,みなもと,"source, origin"
身なり,みなり,personal appearance
峰,みね,"peak, ridge"
見逃す,みのがす,"to miss, to overlook, to leave at large"
見晴らし,みはらし,view
身振り,みぶり,gesture
見舞,みまい,"enquiry, expression of sympathy, expression of concern"
脈,みゃく,pulse
未練,みれん,"lingering affection, attachment, regret(s), reluctance"
見渡す,みわたす,"to look out over, to survey (scene), to take an extensive view of"
民主,みんしゅ,"democratic, the head of the nation"
民宿,みんしゅく,private home providing lodging for travelers
民族,みんぞく,"people, race, nation, racial customs, folk customs"
民俗,みんぞく,"people, race, nation, racial customs, folk customs"
六,む,(num) six
無意味,むいみ,"nonsense, no meaning"
向き,むき,"direction, situation, exposure, aspect, suitability"
無口,むくち,reticence
向け,むけ,"for ~, oriented towards ~"
婿,むこ,son-in-law
無効,むこう,"invalid, no effect, unavailable"
無言,むごん,silence
毟る,むしる,"to pluck, to pick, to tear"
無邪気,むじゃき,"innocence, simple-mindedness"
結び,むすび,"ending, conclusion, union"
結び付き,むすびつき,"connection, relation"
結び付く,むすびつく,"to be connected or related, to join together"
結び付ける,むすびつける,"to combine, to join, to tie on, to attach with a knot"
無線,むせん,"wireless, radio"
無駄遣い,むだづかい,"waste money on, squander money on, flog a dead horse"
無断,むだん,"without permission, without notice"
無知,むち,ignorance
無茶,むちゃ,"absurd, unreasonable, excessive, rash, absurdity, nonsense"
無茶苦茶,むちゃくちゃ,"confused, jumbled, mixed up, unreasonable"
空しい,むなしい,"vacant, futile, vain, void, empty, ineffective, lifeless"
無念,むねん,"chagrin, regret"
無能,むのう,"inefficiency, incompetence"
無闇に,むやみに,"unreasonably, absurdly, recklessly, indiscreetly, at random"
無用,むよう,"useless, futility, needlessness, unnecessariness"
群がる,むらがる,"to swarm, to gather"
無論,むろん,"of course, naturally"
名産,めいさん,noted product
名称,めいしょう,name
命中,めいちゅう,a hit
名簿,めいぼ,register of names
名誉,めいよ,"honor, credit, prestige"
明瞭,めいりょう,clarity
明朗,めいろう,"bright, clear, cheerful"
目方,めかた,weight
恵み,めぐみ,blessing
恵む,めぐむ,"to bless, to show mercy to"
目覚しい,めざましい,"brilliant, splendid, striking, remarkable"
目覚める,めざめる,to wake up
召す,めす,"to call, to send for, to put on, to wear, to take (a bath), to ride in, to buy, to eat, to drink, to catch (a"
雌,めす,female (animal)
滅茶苦茶,めちゃくちゃ,"absurd, unreasonable, excessive, messed up, spoiled, wreaked"
目付き,めつき,"look, expression of the eyes, eyes"
滅亡,めつぼう,"downfall, ruin, collapse, destruction"
愛でたい,めでたい,auspicious
目眩,めまい,"dizziness, giddiness"
目盛,めもり,"scale, gradations"
面会,めんかい,interview
免除,めんじょ,"exemption, exoneration, discharge"
面する,めんする,"to face on, to look out on to"
面目,めんぼく,"face, honour, reputation, prestige, dignity, credit"
設ける,もうける,"to create, to establish"
申し入れる,もうしいれる,"to propose, to suggest"
申し込み,もうしこみ,"application, entry, request, subscription, offer, proposal, overture, challenge"
申出,もうしで,"proposal, request, claim, report, notice"
申し出る,もうしでる,"to report to, to tell, to suggest, to submit, to request, to make an offer, to come forward with informati"
申し分,もうしぶん,"objection, shortcomings"
盲点,もうてん,blind spot
猛烈,もうれつ,"violent, vehement, rage"
藻掻く,もがく,"to struggle, to wriggle, to be impatient"
目録,もくろく,"catalogue, catalog, list"
目論見,もくろみ,"a plan, a scheme, a project, a program, intention, goal"
模型,もけい,"model, dummy, maquette"
模索,もさく,groping (for)
若し,もし,"if, in case, supposing"
若しかしたら,もしかしたら,"perhaps, maybe, by some chance"
若しかして,もしかして,"perhaps, possibly"
若しかすると,もしかすると,"perhaps, maybe, by some chance"
若しくは,もしくは,"or, otherwise"
若しも,もしも,if
齎らす,もたらす,"to bring, to take, to bring about"
凭れる,もたれる,"to lean against, to lean on, to recline on, to lie heavy (on the stomach)"
持ち,もち,"1. hold, charge, keep possession, in charge, 2. wear, durability, life, draw, 3. usage (suff)"
持ち切り,もちきり,"hot topic, talk of the town"
物体ない,もったいない,"too good, more than one deserves, wasteful, sacrilegious, unworthy of"
以て,もって,"with, by, by means of, because, in view of"
専ら,もっぱら,"wholly, solely, entirely"
持て成す,もてなす,"to entertain, to make welcome"
持てる,もてる,"to be well liked, to be popular"
基,もとい,basis
物置き,ものおき,storeroom
物好き,ものずき,curiosity
物足りない,ものたりない,"unsatisfied, unsatisfactory"
最早,もはや,"already, now"
模範,もはん,"exemplar, exemplification, exemplum, model, example"
模倣,もほう,"imitation, copying"
揉める,もめる,"to disagree, to dispute"
